Name,url,Bias
CBC News (Canadian Broadcasting),https://www.cbc.ca/news,left_center
CBS Boston – WBZ-TV,https://boston.cbslocal.com/,left_center
CBS Los Angeles (KCBS),https://boston.cbslocal.com/,left_center
CBS News,https://www.cbsnews.com,left_center
CBS New York (WCBS-TV) (WLNY-TV),https://newyork.cbslocal.com/,left_center
CBS Seattle – CW 11,https://seattle.cbslocal.com/,left_center
Censor.NET,https://seattle.cbslocal.com/,left_center
Center for Advanced Defense Studies,http://c4ads.org/,left_center
Center for Global Development,https://www.cgdev.org/,left_center
Center for Inquiry,https://centerforinquiry.org,left_center
Center for International Policy,https://www.internationalpolicy.org/,left_center
Center for a New American Security,https://www.cnas.org/,left_center
Center for Popular Democracy,http://populardemocracy.org/,left_center
Center for Public Integrity,https://www.publicintegrity.org/,left_center
The Center on Budget and Policy Priorities,https://www.cbpp.org/,left_center
Central News Agency (CNA) / Focus Taiwan,http://focustaiwan.tw/,left_center
Chalkbeat,https://www.chalkbeat.org/,left_center
Channel 4 News (UK),https://www.channel4.com/news/,left_center
Charleston Gazette-Mail,http://www.wvgazettemail.com/,left_center
Charlotte Observer,https://www.charlotteobserver.com,left_center
Cheddar,https://cheddar.com,left_center
Chicago Sun-Times,https://chicago.suntimes.com/,left_center
The China Africa Project (CAP),https://chinaafricaproject.com/,left_center
Citizen Truth,https://citizentruth.org,left_center
Citizens for Responsibility and Ethics in Washington (CREW),https://www.citizensforethics.org,left_center
Citizens for Tax Justice,http://ctj.org/,left_center
CityLab,https://www.citylab.com/,left_center
City Pages,http://www.citypages.com/,left_center
City and State New York,http://www.citypages.com/,left_center
Clarion Ledger,https://www.clarionledger.com/,left_center
Clean Technica,https://cleantechnica.com/,left_center
CNBC,https://www.cnbc.com/,left_center
Columbia Journalism Review,https://www.cjr.org/,left_center
Colombia Reports,https://colombiareports.com,left_center
Columbus Dispatch,https://www.dispatch.com/,left_center
Committee to Investigate Russia,https://investigaterussia.org,left_center
Common Cause,http://www.commoncause.org,left_center
Commonweal Magazine,https://www.commonwealmagazine.org,left_center
Commonwealth Fund,https://www.commonwealthfund.org/,left_center
Complex,https://www.complex.com/,left_center
Connecticut Post,https://www.ctpost.com,left_center
Consortium News,https://consortiumnews.com/,left_center
Constitution Project,https://constitutionproject.org/,left_center
Corpus Christi Caller-Times,https://www.caller.com,left_center
Crosscut.com,http://crosscut.com/,left_center
CT Mirror,https://ctmirror.org/,left_center
Daily Hampshire Gazette,https://www.gazettenet.com,left_center
Daily Mirror,https://www.mirror.co.uk,left_center
The Daily Nation,https://nation.africa/,left_center
Daily News Journal,https://www.dnj.com/,left_center
Dawn (Pakistan),https://www.dawn.com/,left_center
DCist,https://dcist.com/,left_center
DCReport.org,https://www.dcreport.org/,left_center
Deadline Hollywood,https://deadline.com/,left_center
Deccan Herald,http://www.deccanherald.com/,left_center
Debunking Denialism,https://debunkingdenialism.com,left_center
Delaware Online – The News Journal,https://www.delawareonline.com/,left_center
Delo,https://www.delo.si/,left_center
Democracy 21,https://democracy21.org/,left_center
Democrat and Chronicle,https://www.democratandchronicle.com/,left_center
Demos,https://www.demos.org/,left_center
Denver Post,https://www.denverpost.com/,left_center
Denver Westword,https://www.westword.com/,left_center
Der Standard,https://www.westword.com/,left_center
Detroit Free Press,https://www.freep.com/,left_center
Die Zeit,https://www.zeit.de/,left_center
Digg,https://digg.com/,left_center
Diply,https://diply.com/,left_center
DiversityInc,http://www.diversityinc.com,left_center
Dutch Daily News,http://www.dutchdailynews.com/,left_center
Dutch Review,https://dutchreview.com/,left_center
DW News,http://www.dw.com/en/top-stories/s-9097,left_center
Earth Institute,http://earth.columbia.edu/sections/view/9,left_center
EarthJustice,https://earthjustice.org,left_center
East Bay Times,https://www.eastbaytimes.com/,left_center
Econofact,https://econofact.org/,left_center
Economic Policy Institute,https://www.epi.org,left_center
Economics.Help,https://www.economicshelp.org,left_center
Egyptian Streets,https://egyptianstreets.com/,left_center
EJ Insight (Hong Kong Economic Journal),https://www.ejinsight.com/,left_center
elDiario.es,https://www.ejinsight.com/,left_center
El Diario NY,https://www.ejinsight.com/,left_center
El Pais,https://elpais.com/,left_center
El Paso Times,https://www.elpasotimes.com/,left_center
Electronic Frontier Foundation,https://www.eff.org/,left_center
Emerging Europe,https://www.eff.org/,left_center
Empty Wheel,https://www.emptywheel.net/,left_center
Engadget,https://www.engadget.com/,left_center
Entertainment Weekly,https://ew.com,left_center
ESPN,https://www.espn.com/,left_center
Eugene Register-Guard,https://www.registerguard.com/,left_center
EU Observer,https://euobserver.com/,left_center
Euractiv,https://www.euractiv.com/,left_center
Eurasia Review,https://www.eurasiareview.com/,left_center
Page not found (404),https://www.eurasiareview.com/,left_center
Euronews,https://www.euronews.com,left_center
Exposing the Truth,https://www.exposingtruth.com/,left_center
Facebook News,https://www.facebook.com/news,left_center
Fact / Myth,http://factmyth.com/,left_center
Fairness & Accuracy in Reporting (FAIR),http://fair.org/,left_center
Fair Observer,https://www.fairobserver.com,left_center
FairVote,http://www.fairvote.org/,left_center
Fast Company Magazine,https://www.fastcompany.com/,left_center
Feminist Frequency,https://feministfrequency.com/,left_center
Fight for the Future,https://www.fightforthefuture.org,left_center
FiveThirtyEight,https://fivethirtyeight.com/,left_center
Food Navigator,https://www.foodnavigator.com/,left_center
Foreign Policy in Focus,http://fpif.org/,left_center
Fort Worth Weekly,https://www.fwweekly.com/,left_center
France Info,https://www.francetvinfo.fr/,left_center
Freakonomics Radio,https://freakonomics.com/,left_center
Fresno Bee,https://www.fresnobee.com/,left_center
Fusion,https://fusion.tv/,left_center
Gadsden Times,https://www.gadsdentimes.com/,left_center
Gainesville Sun,https://www.gainesville.com,left_center
Glamour Magazine,https://www.glamour.com/,left_center
Global Citizen,https://www.globalcitizen.org/en/,left_center
Global News,https://globalnews.ca/,left_center
GlobalPost,http://www.pri.org/programs/globalpost,left_center
Global Real News,https://globalrealnews.com,left_center
Global Risk Insights (GRI),https://globalriskinsights.com/,left_center
Global Times (China),http://www.globaltimes.cn/,left_center
GMA Network,http://www.globaltimes.cn/,left_center
Google News,https://news.google.com/,left_center
Gothamist,https://gothamist.com/,left_center
Governing Magazine,https://www.governing.com/,left_center
Government Accountability Project (GAP),https://whistleblower.org/,left_center
Government Executive,https://www.govexec.com/,left_center
Greensboro News and Record,https://www.greensboro.com/,left_center
Grid News,https://www.greensboro.com/,left_center
Grist,https://grist.org/,left_center
Gun Violence Archive,https://www.gunviolencearchive.org,left_center
Harper’s Magazine,https://harpers.org,left_center
The Hartford Courant,http://www.courant.com/,left_center
Harvard Political Review,http://harvardpolitics.com/,left_center
Health Magazine,https://www.health.com/,left_center
HealthyWay,https://www.healthyway.com,left_center
Heavy,https://heavy.com,left_center
Helsingin Sanomat,https://heavy.com,left_center
Helsinki Times,https://heavy.com,left_center
High Country News,https://www.hcn.org,left_center
Highline,http://highline.huffingtonpost.com,left_center
Hindustan Times,https://www.hindustantimes.com/,left_center
History News Network,http://historynewsnetwork.org/,left_center
Hollywood Reporter,https://www.hollywoodreporter.com/,left_center
Honolulu Civil Beat,https://www.civilbeat.org,left_center
Honolulu Star-Advertiser,https://www.staradvertiser.com/,left_center
HotNews Romania,https://www.hotnews.ro/,left_center
Houston Chronicle,https://www.houstonchronicle.com/,left_center
Human Rights Watch,https://www.hrw.org/,left_center
Humanium,https://www.humanium.org,left_center
IceNews,https://www.icenews.is/,left_center
Idaho Press-Tribune,https://www.idahopress.com/,left_center
If Americans Knew,http://ifamericaknew.org/,left_center
IFLScience,http://www.iflscience.com/,left_center
Independent Australia,https://independentaustralia.net/,left_center
iNews UK,https://inews.co.uk/,left_center
Infobae,https://www.infobae.com/,left_center
Inquisitr,https://www.inquisitr.com/news/,left_center
Inside Edition,https://www.insideedition.com,left_center
Inside Higher Ed,https://www.insidehighered.com/,left_center
Inside Philanthropy,https://www.insidephilanthropy.com,left_center
Insider.com Bias,https://www.insider.com/,left_center
InsideClimate News,https://insideclimatenews.org/,left_center
Institute for Middle East Understanding (IMEU),https://imeu.org,left_center
Institute on Taxation and Economic Policy (ITEP),https://itep.org/,left_center
International Business Times,https://www.ibtimes.com/,left_center
International Center for Research on Women,https://www.icrw.org/,left_center
International Crisis Group,https://www.crisisgroup.org/,left_center
(The) Interpreter Magazine,Source: ,left_center
Inverse,https://www.inverse.com,left_center
iPolitics,https://ipolitics.ca/,left_center
ISRAEL21c,https://www.israel21c.org/pain-and-hope-fill-hearts-of-israeli-coexistence-activists/,left_center
The New Humanitarian,https://www.thenewhumanitarian.org/,left_center
Jackson Free Press,http://www.jacksonfreepress.com,left_center
Jalopnik,https://jalopnik.com/,left_center
Japan Today,https://www.japantoday.com/,left_center
Jihadica,https://www.japantoday.com/,left_center
Joint Center for Political and Economic Studies,https://jointcenter.org/,left_center
Journal of Politics and Society,http://www.helvidius.org/,left_center
JStor Daily,http://daily.jstor.org/,left_center
Just Security,https://www.justsecurity.org/,left_center
Kaiser Family Foundation,http://kff.org/,left_center
Kaiser Health News,https://khn.org/,left_center
Kansas City Star,https://www.kansascity.com,left_center
KCNC-TV – CBS Denver,https://denver.cbslocal.com/,left_center
Kenosha News,https://www.kenoshanews.com/,left_center
Knight Foundation,http://www.knightfoundation.org/,left_center
KOCO News 5,https://www.koco.com/,left_center
Kotaku,https://kotaku.com,left_center
KOVR – CBS Sacramento,https://sacramento.cbslocal.com/,left_center
KPIC CBS 4,https://kpic.com/,left_center
KPIX – CBS San Francisco,https://sanfrancisco.cbslocal.com/,left_center
KQED,https://www.kqed.org/,left_center
KUOW NPR,https://kuow.org/,left_center
Kurdistan 24,https://www.kurdistan24.net/,left_center
Kyiv Post,https://www.kyivpost.com/,left_center
Laconia Daily Sun,https://www.laconiadailysun.com/,left_center
La Depeche du Midi,https://www.laconiadailysun.com/,left_center
La Junta Tribune-Democrat,https://www.lajuntatribunedemocrat.com/,left_center
La Presse,http://www.lapresse.ca/,left_center
La Repubblica,https://www.repubblica.it/,left_center
La Stampa,https://www.lastampa.it/,left_center
LA Times (Los Angeles Times),https://www.latimes.com/,left_center
Las Vegas Sun,https://lasvegassun.com,left_center
Latin Times,https://www.latintimes.com/,left_center
Leavenworth Times,https://www.leavenworthtimes.com/,left_center
Left Justified,http://www.leftjustified.com/,left_center
Le Monde Bias,https://www.lemonde.fr/,left_center
Lethbridge Herald,https://lethbridgeherald.com/,left_center
Lexington Herald Leader,http://www.kentucky.com/,left_center
Lifehacker,https://lifehacker.com/,left_center
Los Angeles Magazine,https://www.lamag.com/,left_center
Maclean’s Magazine,https://www.macleans.ca,left_center
Mainichi Shimbun,https://mainichi.jp,left_center
Malaysiakini,https://www.malaysiakini.com/,left_center
Manila Bulletin,https://mb.com.ph,left_center
Maplight,http://maplight.org/,left_center
McClatchyDC,http://www.mcclatchydc.com/,left_center
MediaFile,https://www.mediafiledc.com/,left_center
Mediapart,https://www.mediafiledc.com/,left_center
Medium,https://medium.com/,left_center
Metro (Philadelphia),https://www.metro.us/,left_center
Metro UK,http://metro.co.uk/,left_center
New Haven Register,https://www.nhregister.com/,left_center
Mexico Daily News,http://mexiconewsdaily.com/,left_center
Miami Herald,https://www.miamiherald.com,left_center
Mic,https://mic.com/,left_center
Middle East Eye,https://www.middleeasteye.net/,left_center
Migration Policy Institute,https://www.migrationpolicy.org,left_center
Milwaukee Journal-Sentinel,https://www.jsonline.com/,left_center
Minneapolis Star Tribune,http://www.startribune.com/,left_center
Minnesota Public Radio (MPR),https://www.mprnews.org/,left_center
MinnPost,https://www.minnpost.com,left_center
Mint Press News,http://www.mintpressnews.com/,left_center
Mongabay,https://news.mongabay.com,left_center
Montgomery Advertiser,https://www.montgomeryadvertiser.com/,left_center
Moscow Times,https://themoscowtimes.com/,left_center
Mother Jones,https://www.motherjones.com/,left_center
Mother Nature Network,https://www.mnn.com,left_center
Mothership,https://www.mnn.com,left_center
MSN.com (MSN News),https://www.msn.com/,left_center
MyCentralJersey.com,https://www.mycentraljersey.com/,left_center
Naked Capitalism,http://www.nakedcapitalism.com/,left_center
Naples Daily News,https://www.naplesnews.com,left_center
National Center for Transgender Equality (NCTE),https://transequality.org,left_center
National Monitor,http://natmonitor.com/,left_center
National Newswatch,https://www.nationalnewswatch.com/,left_center
National Observer (Canada),https://www.nationalobserver.com/,left_center
National Youth Rights Association,http://www.youthrights.org/,left_center
Natural Resource Governance Institute,https://resourcegovernance.org/,left_center
Nature Conservancy,https://www.nature.org,left_center
NBC Los Angeles – KNBC,https://www.nbclosangeles.com/,left_center
NBC News,http://www.nbcnews.com/,left_center
NBCNewYork.com,https://www.nbcnewyork.com,left_center
NDTV,https://www.ndtv.com/,left_center
New America,https://www.newamerica.org/,left_center
New Castle News,https://www.ncnewsonline.com/,left_center
New Europe,https://www.neweurope.eu/,left_center
New Left Review,https://newleftreview.org/,left_center
New Matilda,https://newmatilda.com/,left_center
New Moderate,https://newmoderate.com/,left_center
News1130 & City News,https://newmoderate.com/,left_center
NewsCenterMaine.com,https://www.newscentermaine.com/,left_center
New York Daily News,https://www.nydailynews.com/,left_center
New York Times,https://www.nytimes.com/,left_center
News and Guts,https://www.newsandguts.com/,left_center
News Deeply,https://www.newsdeeply.com,left_center
Newsday,https://www.newsday.com/,left_center
Newser,http://www.newser.com,left_center
Newsweek,https://www.newsweek.com/,left_center
Newsy,https://www.newsy.com/,left_center
NHK World-Japan,https://www3.nhk.or.jp/nhkworld/,left_center
Niagara Gazette,https://www.niagara-gazette.com/,left_center
Nieman Journalism Lab,https://www.niemanlab.org/,left_center
Niskanen Center,https://niskanencenter.org,left_center
Norwich Bulletin,https://www.norwichbulletin.com/,left_center
Novinky.cz (Pravo),https://www.norwichbulletin.com/,left_center
NPR (National Public Radio),https://www.npr.org/sections/news/,left_center
Occupy Independents,https://occupyindependents.com/,left_center
OC Weekly,http://www.ocweekly.com/,left_center
Oil and Water Don’t Mix,http://www.ocweekly.com/,left_center
OneIndia,https://www.oneindia.com/,left_center
openDemocracy,https://www.opendemocracy.net/,left_center
Open the Government,https://www.openthegovernment.org/,left_center
Opposing Views,https://www.opposingviews.com/,left_center
Orlando Sentinel,https://www.orlandosentinel.com,left_center
Our World In Data,https://ourworldindata.org,left_center
Outside The Beltway,https://www.outsidethebeltway.com/,left_center
Ozy Media,https://www.ozy.com/,left_center
Pacific Standard Magazine,https://psmag.com/,left_center
Palm Beach Daily News,https://www.palmbeachdailynews.com/,left_center
Patriotic Millionaires,https://patrioticmillionaires.org,left_center
PBS NewsHour,https://www.pbs.org/newshour/,left_center
Philadelphia Inquirer,https://www.inquirer.com/,left_center
Philadelphia Tribune,https://www.phillytrib.com/,left_center
Philippine Daily Inquirer,https://www.inquirer.net/,left_center
Philly Voice,https://www.inquirer.net/,left_center
Phoenix New Times,http://www.phoenixnewtimes.com/,left_center
Political Critique,http://politicalcritique.org/,left_center
Politico,https://www.politico.com,left_center
Politics That Work,http://politicsthatwork.com/,left_center
Politifact,https://www.politifact.com/,left_center
Polygon,https://www.polygon.com/,left_center
Population Connection,http://www.populationconnection.org,left_center
Portland Press-Herald,https://www.pressherald.com/,left_center
Portland Tribune,https://pamplinmedia.com,left_center
Positive News,https://www.positive.news,left_center
The World from PRX,https://theworld.org/,left_center
Private Eye,https://www.private-eye.co.uk/,left_center
Project on Government Oversight,https://www.pogo.org/,left_center
Project Syndicate,https://www.project-syndicate.org/,left_center
Propublica,https://www.propublica.org/,left_center
Prospect Magazine,https://www.prospectmagazine.co.uk/,left_center
Protocol,https://www.protocol.com/,left_center
The Providence Journal,https://www.providencejournal.com/,left_center
Public Citizen,https://www.citizen.org/,left_center
Pueblo Chieftain,https://www.chieftain.com/,left_center
Quartz,https://qz.com/,left_center
Radio Free Asia,https://www.rfa.org/,left_center
Radio Television Marti,https://www.rfa.org/,left_center
Raleigh News and Observer,https://www.newsobserver.com/,left_center
Rappler,https://www.rappler.com/,left_center
RationalWiki,https://rationalwiki.org/wiki/Main_Page,left_center
Relevant Magazine,https://relevantmagazine.com,left_center
Religion News Service (RNS),http://religionnews.com,left_center
Reno Gazette Journal,http://religionnews.com,left_center
Represent.Us,https://represent.us/,left_center
Reveal – Center for Investigative Reporting,https://www.revealnews.org/,left_center
Ridgecrest Daily Independent,https://www.ridgecrestca.com/,left_center
Militarist Monitor,https://militarist-monitor.org/,left_center
RocketNews,https://www.rocketnews.com/,left_center
Rock Hill Herald,https://www.heraldonline.com/,left_center
Roosevelt Institute,https://rooseveltinstitute.org/,left_center
Sacramento Bee,https://www.sacbee.com,left_center
Salt Lake Tribune,https://www.sltrib.com/,left_center
San Antonio Express-News,https://www.expressnews.com/,left_center
San Diego Reader,https://www.sandiegoreader.com,left_center
San Francisco Chronicle,https://www.sfchronicle.com/,left_center
San Francisco Examiner,http://www.sfexaminer.com,left_center
San Jose Mercury News,https://www.mercurynews.com/,left_center
San Luis Obispo Tribune,https://www.sanluisobispo.com/,left_center
Santa Barbara Independent,http://www.independent.com/,left_center
Sapiens,https://www.sapiens.org,left_center
Saudi Gazette,http://saudigazette.com.sa,left_center
Sciencing,https://sciencing.com/,left_center
ScoopWhoop,https://www.scoopwhoop.com,left_center
Scroll.in,https://scroll.in/,left_center
Seattle Post-Intelligencer,https://www.seattlepi.com/,left_center
Seattle Times,http://www.seattletimes.com/,left_center
Self Magazine,https://www.self.com/,left_center
Sentencing Project,https://www.sentencingproject.org/,left_center
SFGate,https://www.sfgate.com/,left_center
Snopes,https://www.snopes.com/,left_center
Sojourners (Soho),https://sojo.net/,left_center
SooToday.com,https://www.sootoday.com/,left_center
South China Morning Post,https://www.scmp.com,left_center
Special Broadcasting Service (SBS),https://www.sbs.com.au/,left_center
Spiegel Online (Der Spiegel),https://www.spiegel.de/,left_center
Spin (Magazine),https://www.spin.com/,left_center
Springfield News-Leader,https://www.news-leader.com/,left_center
St. Louis Post-Dispatch,https://www.stltoday.com/,left_center
Stamford Advocate,https://www.stamfordadvocate.com/,left_center
Star-Ledger,https://www.nj.com/starledger/,left_center
Stat (News),https://www.statnews.com/,left_center
StepFeed,https://stepfeed.com,left_center
StopFake,https://www.stopfake.org/,left_center
Stuff,https://www.stuff.co.nz/,left_center
Sunlight Foundation,https://sunlightfoundation.com/,left_center
SWI – Swissinfo.ch,https://www.swissinfo.ch/,left_center
Syrian Observatory for Human Rights (SOHR),https://www.syriahr.com/,left_center
Tablet Magazine,https://www.tabletmag.com/,left_center
Taiwan News,https://www.taiwannews.com.tw/,left_center
Tampa Bay Times,https://www.tampabay.com,left_center
Tarbell,https://tarbell.org,left_center
Tax Justice Network,https://www.taxjustice.net/,left_center
Tax Policy Center,https://www.taxpolicycenter.org/,left_center
TechCrunch,https://techcrunch.com,left_center
Techdirt,https://www.techdirt.com,left_center
Texas Monthly,https://www.texasmonthly.com,left_center
Texas Tribune,https://www.texastribune.org/,left_center
The Age (Australia),http://www.theage.com.au/,left_center
The Asahi Shimbun,http://www.asahi.com/ajw,left_center
The Asbury Park Press,https://www.app.com,left_center
The Augusta Chronicle,https://www.augustachronicle.com/,left_center
The Belfer Center for Science and International Affairs,https://www.belfercenter.org/,left_center
The Bipartisan Press,https://www.thebipartisanpress.com,left_center
The Brownsville Herald,https://myrgv.com/,left_center
The Bureau of Investigative Journalism,https://www.thebureauinvestigates.com/,left_center
The Center for Economic and Policy Research,http://cepr.net,left_center
The Century Foundation,https://tcf.org/,left_center
The China Post,https://chinapost.nownews.com/,left_center
The Christian Left,http://www.thechristianleft.org/,left_center
The Chronicle of Higher Education,https://www.chronicle.com/,left_center
The Citizen (Australia),https://www.thecitizen.org.au,left_center
The City,https://thecity.nyc/,left_center
The Coloradoan,https://www.coloradoan.com/,left_center
The Colorado Sun,https://coloradosun.com/,left_center
The Council of Canadians,https://canadians.org/,left_center
Louisville Courier-Journal,http://www.courier-journal.com/,left_center
The Daily Citizen (Dalton),http://www.daltondailycitizen.com/,left_center
The Daily Climate,http://www.dailyclimate.org/,left_center
Daily Hive,http://dailyhive.com/,left_center
The Daily Tarheel,https://www.dailytarheel.com/,left_center
The Day (New London),https://www.theday.com/,left_center
The Dominion Post,https://www.dominionpost.com/,left_center
The European Council on Foreign Relations (ECFR),https://ecfr.eu/,left_center
The Express-Times (Lehigh Valley),https://www.lehighvalleylive.com,left_center
The Forward,https://forward.com/,left_center
The Frontier,https://www.readfrontier.org,left_center
The Fulcrum,https://thefulcrum.us/,left_center
The Herald – Scotland,https://www.heraldscotland.com/,left_center
The Guardian,https://www.theguardian.com,left_center
The Herald (Everett),https://www.heraldnet.com/,left_center
The Hill Talk,http://thehilltalk.com,left_center
The Hindu,https://www.thehindu.com/,left_center
The Humanist Magazine,https://thehumanist.com/,left_center
The Independent UK,https://www.independent.co.uk/us,left_center
The Indian Express,https://indianexpress.com/,left_center
The Intercept,https://theintercept.com/,left_center
The Irish Examiner,https://theintercept.com/,left_center
The Irish Times,http://www.irishtimes.com/,left_center
The Irrawaddy,https://www.irrawaddy.com/,left_center
The Jakarta Post,https://www.thejakartapost.com/,left_center
TheJournal.ie,https://www.thejournal.ie/,left_center
The Journal News,https://www.lohud.com/,left_center
The Korea Times,http://www.koreatimes.co.kr,left_center
The Lincoln Project,http://www.koreatimes.co.kr,left_center
The List,https://www.thelist.com/,left_center
The Local (Norway),https://www.thelocal.no/,left_center
The Maui News,https://www.mauinews.com/,left_center
The Moderate Voice,http://themoderatevoice.com/,left_center
The Motley Fool,https://www.fool.com/,left_center
The New Arab,https://www.alaraby.co.uk/english,left_center
The New Tropic,https://thenewtropic.com,left_center
The News Tribune,https://www.thenewstribune.com/,left_center
The News-Times (Danbury),https://www.newstimes.com/,left_center
The Next Web,https://thenextweb.com,left_center
The Observer (UK),https://www.theguardian.com/observer,left_center
The Odyssey Online,https://www.theodysseyonline.com,left_center
The Olympian,https://www.theolympian.com/,left_center
The Palm Beach Post,https://www.palmbeachpost.com,left_center
The Patriot-News (Pennlive.com),https://www.pennlive.com/,left_center
The Plain Dealer,http://www.cleveland.com/plaindealer/,left_center
The Press Democrat,http://www.pressdemocrat.com,left_center
The Punch (Nigeria),http://www.pressdemocrat.com,left_center
The Quint,https://www.thequint.com/,left_center
The Record (New Jersey),https://www.northjersey.com/,left_center
The Ringer,https://www.theringer.com,left_center
The Santa Fe New Mexican,http://www.santafenewmexican.com,left_center
The Saturday Paper,https://www.thesaturdaypaper.com.au/,left_center
TheSkimm,http://www.theskimm.com/,left_center
The State (South Carolina),https://www.thestate.com/,left_center
The State Press (Arizona),https://www.statepress.com,left_center
The Sun Magazine,http://thesunmagazine.org/,left_center
The Sydney Morning Herald,https://www.smh.com.au,left_center
The Tab,https://thetab.com/,left_center
The Trace,https://www.thetrace.org,left_center
The Tyee,https://thetyee.ca/,left_center
The Varsity,https://thevarsity.ca/,left_center
The Verge,https://www.theverge.com/,left_center
The Virginian-Pilot,https://www.pilotonline.com/,left_center
The Week UK,https://www.theweek.co.uk,left_center
The Wilderness Society,https://www.wilderness.org/,left_center
The Wire – India,https://thewire.in/,left_center
TheWrap,https://www.thewrap.com,left_center
Thomson Reuters Foundation,https://news.trust.org/,left_center
Thrillist,https://www.thrillist.com,left_center
Time Magazine,https://time.com/,left_center
Times Colonist,https://www.timescolonist.com/,left_center
Times Headline,http://www.timesheadline.com,left_center
Times of Israel,http://www.timesofisrael.com/,left_center
The Times-Picayune,https://www.nola.com/,left_center
TMZ,https://www.tmz.com/,left_center
Today.com,https://www.today.com/,left_center
TomDispatch.com,https://www.tomdispatch.com/,left_center
Topeka Capital-Journal,https://www.cjonline.com/,left_center
Toronto Star,https://www.thestar.com/,left_center
Truth Be Told,http://truthbetold.news/,left_center
Tuscaloosa News,https://www.tuscaloosanews.com/,left_center
Type Media Center,https://typemediacenter.org/,left_center
UAWire,https://uawire.org/,left_center
Undark,https://undark.org,left_center
Union of Concerned Scientists,https://www.ucsusa.org,left_center
United Federation of Teachers (UFT),https://www.uft.org/,left_center
University Business,https://www.universitybusiness.com/,left_center
Ukrayinska Pravda (The Ukrainian Truth ),https://www.universitybusiness.com/,left_center
Urban Institute,https://www.urban.org/,left_center
USA Today,https://www.usatoday.com,left_center
US News World Report,https://www.usnews.com/,left_center
Utah Public Radio (UPR),https://www.upr.org/,left_center
Utica Observer-Dispatch,https://www.uticaod.com,left_center
Variety Magazine,https://variety.com/,left_center
Ventura County Star,https://www.vcstar.com/,left_center
Vera Files,https://verafiles.org/,left_center
Vibe,https://www.vibe.com/,left_center
Vice Media,https://www.vice.com/,left_center
Victoria Advocate,https://www.victoriaadvocate.com/,left_center
Victorville Daily Press,https://www.vvdailypress.com/,left_center
Virginia Mercury,https://www.virginiamercury.com,left_center
Visalia Times-Delta,https://www.visaliatimesdelta.com/,left_center
VladTV,https://www.vladtv.com/,left_center
Voice of San Diego,https://www.voiceofsandiego.org/,left_center
VoteVets.org,https://www.votevets.org/,left_center
Vulture,http://www.vulture.com,left_center
WalesOnline,https://www.walesonline.co.uk/,left_center
WAMU-FM,https://www.walesonline.co.uk/,left_center
Washington Blade,http://www.washingtonblade.com/,left_center
Washington Monthly,https://washingtonmonthly.com,left_center
Washington Post,https://www.washingtonpost.com/,left_center
WBBM CBS Chicago,https://chicago.cbslocal.com/,left_center
WCCO – CBS Minnesota,https://minnesota.cbslocal.com/,left_center
Western Mass News,https://www.westernmassnews.com/,left_center
WFOR – CBS Miami,https://miami.cbslocal.com/,left_center
Whitehouse.gov,https://www.whitehouse.gov,left_center
WikiLeaks,https://www.wikileaks.org/,left_center
Wired Magazine,https://www.wired.com/,left_center
WISH-TV,https://www.wishtv.com/,left_center
WJZ – CBS Baltimore,https://atlanta.cbslocal.com/,left_center
WNYC,https://www.wnyc.org/,left_center
Woodrow Wilson International Center for Scholars,https://www.wilsoncenter.org/,left_center
World Policy Institute (Broaden),https://broadenimpact.com/world-policy/,left_center
WorldCrunch,https://www.worldcrunch.com/,left_center
World Economic Forum,https://www.weforum.org/,left_center
World Press Review,https://www.worldpress.org/,left_center
World Resources Institute (WRI),https://www.wri.org/,left_center
WRC-TV – NBC Washington,https://www.nbcwashington.com/,left_center
WSVN.com,https://wsvn.com,left_center
WTOG – CBS Tampa,https://tampa.cbslocal.com/,left_center
WUPA – CBS Atlanta,https://atlanta.cbslocal.com/,left_center
WWJ – CBS Detroit,https://detroit.cbslocal.com/,left_center
Yahoo News,https://news.yahoo.com/,left_center
YaleGlobal Online,https://yaleglobal.yale.edu,left_center
YnetNews,http://www.ynetnews.com/,left_center
York Daily Record,https://www.ydr.com/,left_center
York Dispatch,https://www.yorkdispatch.com,left_center
Youth Radio,https://youthradio.org/,left_center
7News,https://7news.com.au/,right_center
9 News (Australia),https://7news.com.au/,right_center
1945 – 19fortyfive.com,https://www.19fortyfive.com/,right_center
ABC (Spain),https://www.19fortyfive.com/,right_center
Advocates for Self Government,https://www.theadvocates.org/,right_center
Ahram Online,http://english.ahram.org.eg/,right_center
AL.com (Alabama News),https://www.al.com/,right_center
Alabama Today,https://altoday.com/,right_center
Albuquerque Journal,https://www.abqjournal.com/,right_center
Aleteia,https://aleteia.org,right_center
American Action Forum,https://www.americanactionforum.org/,right_center
American Affairs Journal,https://americanaffairsjournal.org,right_center
American Council on Science and Health,https://www.acsh.org,right_center
American Firearms Institute,https://www.americanfirearms.org/,right_center
American Institute for Economic Research,https://aier.org,right_center
American Military News,https://americanmilitarynews.com,right_center
Americas Quarterly,https://www.americasquarterly.org/,right_center
Angus Reid Institute,http://angusreid.org,right_center
Anti-War,https://www.antiwar.com,right_center
Apple Daily,https://hk.appledaily.com/,right_center
ArcaMax,https://www.arcamax.com/,right_center
Argus Leader,https://www.argusleader.com,right_center
Arkansas Democrat-Gazette,http://www.arkansasonline.com/,right_center
